id,title,original_title,production_countries,overview,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords,main_country,overview_tokens,overview_lemmas,overview_lemmatized,keywords_tfidf,topic_id
83136,Buen funeral amigos… paga Sartana,"Buon funerale, amigos!… paga Sartana",['Italy'],"Sartana presencia una matanza de una familia de mineros. Mata a los asesinos y lleva los cuerpos hasta la ciudad de Indian Creek, donde además de cobrar la recompensas por ellos, les paga el entierro. Sartana se da cuenta de que muchos habitantes de la ciudad están deseosos de quedarse con la tierra de la familia asesinada.",1970-10-08,it,['Western'],105,0,0,"['Gianni Garko', 'António Vilar', 'Daniela Giordano']",6.4,Giuliano Carnimeo,['spaghetti western'],Italy,"['sartana', 'presencia', 'matanza', 'familia', 'mineros', 'mata', 'asesinos', 'lleva', 'cuerpos', 'ciudad', 'indian', 'creek', 'además', 'cobrar', 'recompensas', 'paga', 'entierro', 'sartana', 'cuenta', 'habitantes', 'ciudad', 'deseosos', 'quedarse', 'tierra', 'familia', 'asesinada']","['sartán', 'presencia', 'matanza', 'familio', 'minero', 'mata', 'asesino', 'llevar', 'cuerpo', 'ciudad', 'indiar', 'creek', 'además', 'cobrar', 'recompensa', 'pagar', 'entierro', 'sartán', 'contar', 'habitante', 'ciudad', 'deseoso', 'tierra', 'familia', 'asesinado']",sartán presencia matanza familio minero mata asesino llevar cuerpo ciudad indiar creek además cobrar recompensa pagar entierro sartán contar habitante ciudad deseoso tierra familia asesinado,"['ciudad', 'matanza', 'cobrar', 'mata', 'minero']",9
5626,Amante de medianoche,Ich schlafe mit meinem Mörder,"['France', 'Germany']",Sin descripción disponible.,1970-12-22,de,['Crimen'],84,0,0,"['Harald Leipnitz', 'Ruth-Maria Kubitschek', 'Véronique Vendell']",5.0,Wolfgang Becker,['blackmail'],France,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
4255,El semental italiano,The Party at Kitty and Stud's,['United States of America'],"Kitty y Stud son amantes. Disfrutan de una vida sexual robusta, que incluye la felación, Tres mujeres llegan a una fiesta y Stud las atiende una tras otra.",1970-02-10,en,"['Comedia', 'Drama']",71,5000,0,"['Henrietta Holm', 'Sylvester Stallone', 'Nicholas Warren']",3.785,Morton M. Lewis,"['sexuality', 'group sex', 'erotic movie']",United States of America,"['kitty', 'stud', 'amantes', 'disfrutan', 'vida', 'sexual', 'robusta', 'incluye', 'felación', 'tres', 'mujeres', 'llegan', 'fiesta', 'stud', 'atiende', 'tras']","['kitty', 'stud', 'amante', 'disfrutar', 'vida', 'sexual', 'robusta', 'incluir', 'felación', 'tres', 'mujer', 'llegar', 'fiesta', 'stud', 'atender', 'tras']",kitty stud amante disfrutar vida sexual robusta incluir felación tres mujer llegar fiesta stud atender tras,"['incluir', 'disfrutar', 'sexual', 'fiesta', 'amante']",8
13765,"Muchas gracias, Mr. Scrooge",Scrooge,['United Kingdom'],"En 1860, un personaje tacaño y malhumorado que odia la Navidad, Ebenezer Scrooge, detesta a la gente, explota en su banco a su empleado Bob Cratchit y a sus clientes, y tiene un áspero tratamiento hacia su propio sobrino y conocidos. En la víspera de Navidad es visitado por el fantasma de su antiguo socio, Jacob Marley, quien le dice que tres espíritus lo visitarán a lo largo de la noche.  Fue nominada en 1971 a cuatro premios Óscar: a la mejor dirección de arte, al mejor diseño de vestuario, a la mejor canción original (por la canción «Thank You Very Much», de Leslie Bricusse) y a la mejor banda sonora. Albert Finney (el protagonista) ganó el Globo de oro al mejor actor de Comedia o musical en 1971.",1970-11-05,en,"['Fantasía', 'Drama', 'Familia']",113,5000000,6000000,"['Albert Finney', 'Alec Guinness', 'Edith Evans']",6.9,Ronald Neame,"['based on novel or book', 'holiday', 'musical', 'victorian england', 'money', 'family drama', 'miser', 'ghost', 'holiday season', 'christmas', 'scrooge', 'xmas eve']",United Kingdom,"['personaje', 'tacaño', 'malhumorado', 'odia', 'navidad', 'ebenezer', 'scrooge', 'detesta', 'gente', 'explota', 'banco', 'empleado', 'bob', 'cratchit', 'clientes', 'áspero', 'tratamiento', 'hacia', 'propio', 'sobrino', 'conocidos', 'víspera', 'navidad', 'visitado', 'fantasma', 'antiguo', 'socio', 'jacob', 'marley', 'dice', 'tres', 'espíritus', 'visitarán', 'largo', 'noche', 'nominada', 'cuatro', 'premios', 'óscar', 'mejor', 'dirección', 'arte', 'mejor', 'diseño', 'vestuario', 'mejor', 'canción', 'original', 'canción', 'thank', 'you', 'very', 'much', 'leslie', 'bricusse', 'mejor', 'banda', 'sonora', 'albert', 'finney', 'protagonista', 'ganó', 'globo', 'oro', 'mejor', 'actor', 'comedia', 'musical']","['personaje', 'tacaño', 'malhumorado', 'odia', 'navidad', 'ebenezer', 'scrooge', 'detesta', 'gente', 'explotar', 'banco', 'empleado', 'bob', 'cratchit', 'client', 'áspero', 'tratamiento', 'hacia', 'propio', 'sobrino', 'conocido', 'víspero', 'navidad', 'visitado', 'fantasma', 'antiguo', 'socio', 'jacob', 'marley', 'decir', 'tres', 'espíritus', 'visitar', 'largo', 'noche', 'nominado', 'cuatro', 'premio', 'óscar', 'mejor', 'dirección', 'arte', 'mejor', 'diseño', 'vestuario', 'mejor', 'canción', 'original', 'canción', 'thank', 'you', 'very', 'much', 'leslie', 'bricusse', 'mejor', 'banda', 'sonoro', 'albert', 'finney', 'protagonista', 'ganar', 'globo', 'oro', 'mejor', 'actor', 'comedia', 'musical']",personaje tacaño malhumorado odia navidad ebenezer scrooge detesta gente explotar banco empleado bob cratchit client áspero tratamiento hacia propio sobrino conocido víspero navidad visitado fantasma antiguo socio jacob marley decir tres espíritus visitar largo noche nominado cuatro premio óscar mejor dirección arte mejor diseño vestuario mejor canción original canción thank you very much leslie bricusse mejor banda sonoro albert finney protagonista ganar globo oro mejor actor comedia musical,"['mejor', 'navidad', 'sobrino', 'original', 'dirección']",7
2986,Satan's Harvest,Satan's Harvest,['South Africa'],Sin descripción disponible.,1970-02-01,en,"['Acción', 'Crimen']",90,0,0,"['George Montgomery', 'Tippi Hedren', 'Matt Monro']",5.0,George Montgomery,"['africa', 'heroin', 'marijuana', 'drug war']",South Africa,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
10364,Trampa 22,Catch-22,['United States of America'],"Segunda Guerra Mundial (1939-1945). En una base aérea estadounidense del Mediterráneo, los pilotos caen como moscas. Uno de ellos, para librarse de una disparatada misión, finge estar loco y consigue huir a Suecia.",1970-06-24,en,"['Bélica', 'Comedia']",122,18000000,24911670,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin']",6.659,Mike Nichols,"['island', 'based on novel or book', 'world war ii', 'bomber', 'american']",United States of America,"['segunda', 'guerra', 'mundial', 'base', 'aérea', 'estadounidense', 'mediterráneo', 'pilotos', 'caen', 'moscas', 'librarse', 'disparatada', 'misión', 'finge', 'loco', 'consigue', 'huir', 'suecia']","['segundo', 'guerra', 'mundial', 'base', 'aéreo', 'estadounidense', 'mediterráneo', 'piloto', 'caer', 'mosca', 'disparatado', 'misión', 'finge', 'loco', 'conseguir', 'huir', 'suecia']",segundo guerra mundial base aéreo estadounidense mediterráneo piloto caer mosca disparatado misión finge loco conseguir huir suecia,"['loco', 'piloto', 'estadounidense', 'base', 'caer']",2
11040,Pequeño gran hombre,Little Big Man,['United States of America'],"Poco convencional western que relata de forma retrospectiva (flash-back), las múltiples aventuras y peripecias vividas en el salvaje Oeste por Jack Crabbe, un anciano de 121 años que sobrevivió al general Custer y a la época de las guerras contra los indios.",1970-12-23,en,"['Aventura', 'Western', 'Comedia', 'Drama']",139,15000000,31559552,"['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George']",7.493,Arthur Penn,"['based on novel or book', 'fight', 'indian territory', 'settler', 'native american', 'orphan', 'cheyenne', '19th century']",United States of America,"['convencional', 'western', 'relata', 'forma', 'retrospectiva', 'flash', 'back', 'múltiples', 'aventuras', 'peripecias', 'vividas', 'salvaje', 'oeste', 'jack', 'crabbe', 'anciano', 'años', 'sobrevivió', 'general', 'custer', 'época', 'guerras', 'indios']","['convencional', 'western', 'relatar', 'forma', 'retrospectivo', 'flash', 'back', 'múltiple', 'aventura', 'peripecia', 'vivido', 'salvaje', 'oeste', 'jack', 'crabbe', 'anciano', 'año', 'sobrevivir', 'general', 'custer', 'época', 'guerra', 'indio']",convencional western relatar forma retrospectivo flash back múltiple aventura peripecia vivido salvaje oeste jack crabbe anciano año sobrevivir general custer época guerra indio,"['relatar', 'anciano', 'salvaje', 'época', 'oeste']",4
87503,La isla de la muerte,De Sade 70,"['Germany', 'Liechtenstein', 'Spain']","Una mujer es muy aficionada a las lecturas del atrevido Marqués de Sade. Ella permite a un hombre seducirla con la única condición que acceda a que su bella y virginal hija pase un fin de semana con ella en su isla privada. Una vez allá, es drogada, torturada y obligada a participar en orgías sucias junto a otros invitados, bebiendo sangre y matando a un individuo.",1970-02-20,es,"['Drama', 'Terror']",87,0,0,"['Maria Rohm', 'Marie Liljedahl', 'Jack Taylor']",4.6,Jesús Franco,"['island', 'corruption', 'based on novel or book', 'sadism', 'murder', 'betrayal', 'bdsm']",Germany,"['mujer', 'aficionada', 'lecturas', 'atrevido', 'marqués', 'sade', 'permite', 'hombre', 'seducirla', 'única', 'condición', 'acceda', 'bella', 'virginal', 'hija', 'pase', 'fin', 'semana', 'isla', 'privada', 'vez', 'allá', 'drogada', 'torturada', 'obligada', 'participar', 'orgías', 'sucias', 'junto', 'invitados', 'bebiendo', 'sangre', 'matando', 'individuo']","['mujer', 'aficionado', 'lectura', 'atrevido', 'marqués', 'sade', 'permitir', 'hombre', 'único', 'condición', 'acceder', 'bello', 'virginal', 'hija', 'pasar', 'fin', 'semana', 'isla', 'privado', 'vez', 'allá', 'drogado', 'torturada', 'obligado', 'participar', 'orgía', 'sucio', 'junto', 'invitado', 'beber', 'sangre', 'matar', 'individuo']",mujer aficionado lectura atrevido marqués sade permitir hombre único condición acceder bello virginal hija pasar fin semana isla privado vez allá drogado torturada obligado participar orgía sucio junto invitado beber sangre matar individuo,"['allá', 'permitir', 'bello', 'invitado', 'privado']",0
11589,Los violentos de Kelly,Kelly's Heroes,"['United States of America', 'Yugoslavia']","Poco después del desembarco aliado en Normandia, Kelly captura a un comando alemán que conduce a su cuartel general, en las cercanías de Nancy. Emborrachando a los alemanes, consigue saber que uno de ellos es el encargado de llevar a su país un cargamento de oro que se encuentra guardado en el Banco de Claremont.",1970-06-22,en,"['Aventura', 'Comedia', 'Bélica']",144,4000000,5200000,"['Clint Eastwood', 'Telly Savalas', 'Don Rickles']",7.4,Brian G. Hutton,"['gold', 'armor', 'world war ii', 'campaign', 'tank', 'us army', 'colonel', 'front', 'lieutenant', 'lighthearted', 'bold']",United States of America,"['después', 'desembarco', 'aliado', 'normandia', 'kelly', 'captura', 'comando', 'alemán', 'conduce', 'cuartel', 'general', 'cercanías', 'nancy', 'emborrachando', 'alemanes', 'consigue', 'saber', 'encargado', 'llevar', 'país', 'cargamento', 'oro', 'encuentra', 'guardado', 'banco', 'claremont']","['después', 'desembarco', 'aliado', 'normandia', 'kelly', 'captura', 'comando', 'alemán', 'conducir', 'cuartel', 'general', 'cercanía', 'nancy', 'emborrachar', 'alemán', 'conseguir', 'saber', 'encargar', 'llevar', 'país', 'cargamento', 'oro', 'encontrar', 'guardado', 'banco', 'claremont']",después desembarco aliado normandia kelly captura comando alemán conducir cuartel general cercanía nancy emborrachar alemán conseguir saber encargar llevar país cargamento oro encontrar guardado banco claremont,"['alemán', 'comando', 'captura', 'conducir', 'aliado']",2
14801,Colossus: el proyecto prohibido,Colossus: The Forbin Project,['United States of America'],"En plena Guerra Fría, el doctor Charles Forbin (Eric Braeden) elabora un sistema de seguridad y de comunicaciones muy sofisticado que funciona a través de un potente superordenador llamado Colossus. Su objetivo es garantizar la defensa de los EE.UU, y del mundo entero y preservar la paz prescindiendo de las decisiones humanas. Una vez en funcionamiento, Colossus detecta la existencia de Guardian, un sistema ruso muy similar, y empieza a tomar las decisiones necesarias para evitar el estallido de una guerra nuclear.",1970-04-08,en,"['Ciencia ficción', 'Suspense']",100,0,0,"['Eric Braeden', 'Susan Clark', 'Gordon Pinsent']",6.894,Joseph Sargent,"['artificial intelligence (a.i.)', 'computer', 'usa president', 'based on novel or book', 'cold war', 'super computer', 'scientist', 'technology runs amok', 'computer scientist', 'new technology']",United States of America,"['plena', 'guerra', 'fría', 'doctor', 'charles', 'forbin', 'eric', 'braeden', 'elabora', 'sistema', 'seguridad', 'comunicaciones', 'sofisticado', 'funciona', 'través', 'potente', 'superordenador', 'llamado', 'colossus', 'objetivo', 'garantizar', 'defensa', 'mundo', 'entero', 'preservar', 'paz', 'prescindiendo', 'decisiones', 'humanas', 'vez', 'funcionamiento', 'colossus', 'detecta', 'existencia', 'guardian', 'sistema', 'ruso', 'similar', 'empieza', 'tomar', 'decisiones', 'necesarias', 'evitar', 'estallido', 'guerra', 'nuclear']","['pleno', 'guerra', 'frío', 'doctor', 'charl', 'forbin', 'eric', 'braedir', 'elaborar', 'sistema', 'seguridad', 'comunicación', 'sofisticado', 'funcionar', 'través', 'potente', 'superordenador', 'llamado', 'colossus', 'objetivo', 'garantizar', 'defensa', 'mundo', 'entero', 'preservar', 'paz', 'prescindir', 'decisión', 'humano', 'vez', 'funcionamiento', 'colossus', 'detecto', 'existencia', 'guardiar', 'sistema', 'ruso', 'similar', 'empezar', 'tomar', 'decisión', 'necesario', 'evitar', 'estallido', 'guerra', 'nuclear']",pleno guerra frío doctor charl forbin eric braedir elaborar sistema seguridad comunicación sofisticado funcionar través potente superordenador llamado colossus objetivo garantizar defensa mundo entero preservar paz prescindir decisión humano vez funcionamiento colossus detecto existencia guardiar sistema ruso similar empezar tomar decisión necesario evitar estallido guerra nuclear,"['decisión', 'sistema', 'guerra', 'comunicación', 'charl']",4
14384,Soldado azul,Soldier Blue,['United States of America'],"Un grupo de soldados de la caballería es atacado por los Cheyennes. Tan sólo Honus, un soldado raso completamente entregado a su deber, y Cresta, una jovencita que había vivido anteriormente con los indios durante dos años y que simpatiza más con ellos que con el ejército americano consiguen sobrevivir a la masacre. Juntos, deberán encontrar el campamento base de la caballería.",1970-08-12,en,"['Western', 'Drama']",112,0,0,"['Candice Bergen', 'Peter Strauss', 'Donald Pleasence']",6.828,Ralph Nelson,"['based on novel or book', 'attack', 'massacre', 'private', 'wild west', 'cheyenne', 'us military', 'colorado territory', 'indigenous peoples', '1860s', '1870s', 'sand creek massacre']",United States of America,"['grupo', 'soldados', 'caballería', 'atacado', 'cheyennes', 'tan', 'sólo', 'honus', 'soldado', 'raso', 'completamente', 'entregado', 'deber', 'cresta', 'jovencita', 'vivido', 'anteriormente', 'indios', 'dos', 'años', 'simpatiza', 'ejército', 'americano', 'consiguen', 'sobrevivir', 'masacre', 'juntos', 'deberán', 'encontrar', 'campamento', 'base', 'caballería']","['grupo', 'soldados', 'caballeer', 'atacado', 'cheyenn', 'tanto', 'sólo', 'honu', 'soldado', 'raso', 'completamente', 'entregar', 'deber', 'cresta', 'jovencita', 'vivido', 'anteriormente', 'indio', 'dos', 'año', 'simpatizar', 'ejército', 'americano', 'conseguir', 'sobrevivir', 'masacre', 'junto', 'deber', 'encontrar', 'campamento', 'base', 'caballeer']",grupo soldados caballeer atacado cheyenn tanto sólo honu soldado raso completamente entregar deber cresta jovencita vivido anteriormente indio dos año simpatizar ejército americano conseguir sobrevivir masacre junto deber encontrar campamento base caballeer,"['deber', 'campamento', 'completamente', 'entregar', 'base']",8
5590,Piel de asno,Peau d'âne,['France'],"En su lecho de muerte, la Reina hace prometer al Rey que no volverá a casarse hasta que no encuentre a una mujer que la supere en bondad y belleza. Algunos años después, el Rey encuentra a la perfecta sustituta de su esposa: su propia hija. El Hada de las Lilas, la madrina de la joven princesa, le aconseja que pida a su padre, como regalo, unos vestidos maravillosos, aparentemente imposibles de confeccionar. Pero como el Rey consigue los vestidos, la princesa le pide que le regale una capa hecha con la piel del asno banquero, principal fuente de riqueza del Reino.",1970-12-20,fr,"['Fantasía', 'Comedia', 'Música', 'Romance']",90,0,13200000,"['Catherine Deneuve', 'Jacques Perrin', 'Jean Marais']",7.218,Jacques Demy,"['princess', 'loss of loved one', 'cake', 'donkey', 'prince', 'surrealism', 'imaginary land', 'wedding', 'king', 'leaving home', 'based on fairy tale', 'ring', 'anachronism', 'fairy godmother', 'father daughter relationship']",France,"['lecho', 'muerte', 'reina', 'hace', 'prometer', 'rey', 'volverá', 'casarse', 'encuentre', 'mujer', 'supere', 'bondad', 'belleza', 'años', 'después', 'rey', 'encuentra', 'perfecta', 'sustituta', 'esposa', 'propia', 'hija', 'hada', 'lilas', 'madrina', 'joven', 'princesa', 'aconseja', 'pida', 'padre', 'regalo', 'vestidos', 'maravillosos', 'aparentemente', 'imposibles', 'confeccionar', 'rey', 'consigue', 'vestidos', 'princesa', 'pide', 'regale', 'capa', 'hecha', 'piel', 'asno', 'banquero', 'principal', 'fuente', 'riqueza', 'reino']","['lecho', 'muerte', 'reinar', 'hacer', 'prometer', 'rey', 'volver', 'encuentre', 'mujer', 'superar', 'bondad', 'belleza', 'año', 'después', 'rey', 'encontrar', 'perfecto', 'sustituta', 'espós', 'propio', 'hija', 'hado', 'lila', 'madrín', 'joven', 'princesa', 'aconsejar', 'pido', 'padre', 'regalo', 'vestido', 'maravilloso', 'aparentemente', 'imposible', 'confeccionar', 'rey', 'conseguir', 'vestido', 'princés', 'pedir', 'regale', 'capa', 'hecho', 'piel', 'asno', 'banquero', 'principal', 'fuente', 'riqueza', 'reino']",lecho muerte reinar hacer prometer rey volver encuentre mujer superar bondad belleza año después rey encontrar perfecto sustituta espós propio hija hado lila madrín joven princesa aconsejar pido padre regalo vestido maravilloso aparentemente imposible confeccionar rey conseguir vestido princés pedir regale capa hecho piel asno banquero principal fuente riqueza reino,"['rey', 'vestido', 'prometer', 'aparentemente', 'superar']",7
10671,Aeropuerto,Airport,['United States of America'],"Un temporal de nieve azota Chicago, dificultando el intenso tráfico de su aeropuerto. A pesar de las malas condiciones meteorológicas, el aeropuerto consigue permanecer abierto, pero entre los aviones que despegan causa una gran alarma el que vuela con destino a Roma, porque, entre los pasajeros, hay un polizonte y un hombre con un maletín sospechoso.",1970-03-25,en,"['Acción', 'Drama', 'Suspense']",137,10000000,100489151,"['Burt Lancaster', 'Dana Wynter', 'Dean Martin']",6.4,George Seaton,"['airplane', 'airport', 'based on novel or book', 'panic', 'bomb', 'stowaway', 'snowstorm', 'landing', 'deception', 'blizzard', 'disaster movie', 'suicide bomber', 'snowplow']",United States of America,"['temporal', 'nieve', 'azota', 'chicago', 'dificultando', 'intenso', 'tráfico', 'aeropuerto', 'pesar', 'malas', 'condiciones', 'meteorológicas', 'aeropuerto', 'consigue', 'permanecer', 'abierto', 'aviones', 'despegan', 'causa', 'gran', 'alarma', 'vuela', 'destino', 'roma', 'pasajeros', 'polizonte', 'hombre', 'maletín', 'sospechoso']","['temporal', 'nieve', 'azota', 'chicago', 'dificultar', 'intenso', 'tráfico', 'aeropuerto', 'pesar', 'mala', 'condición', 'meteorológico', 'aeropuerto', 'conseguir', 'permanecer', 'abierto', 'avión', 'despegar', 'causa', 'gran', 'alarma', 'vuela', 'destino', 'romar', 'pasajero', 'polizonte', 'hombre', 'maletín', 'sospechoso']",temporal nieve azota chicago dificultar intenso tráfico aeropuerto pesar mala condición meteorológico aeropuerto conseguir permanecer abierto avión despegar causa gran alarma vuela destino romar pasajero polizonte hombre maletín sospechoso,"['aeropuerto', 'romar', 'permanecer', 'tráfico', 'pasajero']",6
46691,"Joe, ciudadano americano",Joe,['United States of America'],"Bill es un rico hombre de negocios con una mancha en su vida que le tortura: el novio de su hija, un ""camello"" con el que pronto se enfrentará. (FILMAFFINITY)",1970-07-15,en,"['Drama', 'Suspense', 'Crimen']",102,106000,19319254,"['Peter Boyle', 'Dennis Patrick', 'Susan Sarandon']",6.6,John G. Avildsen,"['drug dealer', 'drug abuse', 'free love', 'businessman', 'war veteran', 'upper class', 'gun rampage', 'orgy', 'abusive father', 'racist', 'drug stealing']",United States of America,"['bill', 'rico', 'hombre', 'negocios', 'mancha', 'vida', 'tortura', 'novio', 'hija', 'camello', 'pronto', 'enfrentará', 'filmaffinity']","['bill', 'rico', 'hombre', 'negocio', 'manchar', 'vida', 'torturo', 'novio', 'hija', 'camello', 'pronto', 'enfrentar', 'filmaffinity']",bill rico hombre negocio manchar vida torturo novio hija camello pronto enfrentar filmaffinity,"['bill', 'novio', 'negocio', 'rico', 'enfrentar']",5
13384,Kes,Kes,['United Kingdom'],"Billy Casper (David Bradley) es un muchacho de aspecto triste que vive en un pequeño pueblo minero de condado de Yorkshire. No va bien en la escuela y comete pequeños hurtos que le reportan algo de dinero. Un buen día, encuentra un pequeño halcón y, lleno de entusiasmo, decide cuidarlo hasta que consiga volar.",1970-04-03,en,['Drama'],113,0,0,"['David Bradley', 'Freddie Fletcher', 'Lynne Perrie']",7.47,Ken Loach,"['small town', 'great britain', 'northern england', 'sibling relationship', 'based on novel or book', 'single parent', 'england', 'falcon', 'dysfunctional family', 'coming of age', 'yorkshire', 'sibling rivalry', 'working class', 'single mother', 'teenage boy', 'mining town', 'childhood', 'united kingdom', 'neglected child', 'criterion', 'kitchen sink realism', 'newspaper boy', 'bleak', 'brother brother relationship', 'bird', 'kestrel', 'falconry']",United Kingdom,"['billy', 'casper', 'david', 'bradley', 'muchacho', 'aspecto', 'triste', 'vive', 'pequeño', 'pueblo', 'minero', 'condado', 'yorkshire', 'bien', 'escuela', 'comete', 'pequeños', 'hurtos', 'reportan', 'dinero', 'buen', 'día', 'encuentra', 'pequeño', 'halcón', 'lleno', 'entusiasmo', 'decide', 'cuidarlo', 'consiga', 'volar']","['billy', 'casper', 'david', 'bradley', 'muchacho', 'aspecto', 'triste', 'vivir', 'pequeño', 'pueblo', 'minero', 'condado', 'yorkshire', 'bien', 'escuela', 'comete', 'pequeño', 'hurto', 'reportar', 'dinero', 'buen', 'día', 'encontrar', 'pequeño', 'halcón', 'lleno', 'entusiasmo', 'decidir', 'conseguir', 'volar']",billy casper david bradley muchacho aspecto triste vivir pequeño pueblo minero condado yorkshire bien escuela comete pequeño hurto reportar dinero buen día encontrar pequeño halcón lleno entusiasmo decidir conseguir volar,"['pequeño', 'volar', 'minero', 'billy', 'muchacho']",8
46315,Valerie y su Semana de las Maravillas,Valerie a týden divů,['Czechoslovakia'],"Valerie, una adolescente checoslovaca que vive con su abuela, se está convirtiendo en mujer, pero esa transformación resulta secundaria a los efectos que experimenta cuando se pone un par de aretes mágicos. Ahora que ve el mundo a su alrededor bajo una luz diferente, Valerie debe soportar su despertar sexual mientras intenta discernir la realidad de la fantasía mientras se encuentra con el sacerdote lascivo Gracian, un extraño vampiro y una gente de carnaval de otro mundo.",1970-10-16,cs,"['Fantasía', 'Aventura', 'Drama']",77,0,0,"['Jaroslava Schallerová', 'Helena Anýžová', 'Petr Kopřiva']",6.9,Jaromil Jireš,"['corruption', 'based on novel or book', 'magic', 'vampire', 'sexuality', 'allegory', 'innocence', 'supernatural', 'priest', 'religion', 'demon', 'occult', 'sexual awakening', 'vampirism', 'dream like experience', 'czech new wave', 'polecat', 'bohemians']",Czechoslovakia,"['valerie', 'adolescente', 'checoslovaca', 'vive', 'abuela', 'convirtiendo', 'mujer', 'transformación', 'resulta', 'secundaria', 'efectos', 'experimenta', 'pone', 'par', 'aretes', 'mágicos', 'ahora', 'mundo', 'alrededor', 'bajo', 'luz', 'diferente', 'valerie', 'debe', 'soportar', 'despertar', 'sexual', 'mientras', 'intenta', 'discernir', 'realidad', 'fantasía', 'mientras', 'encuentra', 'sacerdote', 'lascivo', 'gracian', 'extraño', 'vampiro', 'gente', 'carnaval', 'mundo']","['valeriir', 'adolescente', 'checoslovacar', 'vivir', 'abuela', 'convertir', 'mujer', 'transformación', 'resultar', 'secundario', 'efecto', 'experimentar', 'poner', 'par', 'aret', 'mágico', 'ahora', 'mundir', 'alrededor', 'bajo', 'luz', 'diferente', 'valerie', 'deber', 'soportar', 'despertar', 'sexual', 'mientras', 'intentar', 'discernir', 'realidad', 'fantasía', 'mientras', 'encontrar', 'sacerdote', 'lascivo', 'graciar', 'extraño', 'vampiro', 'gente', 'carnaval', 'mundo']",valeriir adolescente checoslovacar vivir abuela convertir mujer transformación resultar secundario efecto experimentar poner par aret mágico ahora mundir alrededor bajo luz diferente valerie deber soportar despertar sexual mientras intentar discernir realidad fantasía mientras encontrar sacerdote lascivo graciar extraño vampiro gente carnaval mundo,"['mientras', 'abuela', 'par', 'vampiro', 'soportar']",8
26593,Río Lobo,Rio Lobo,['United States of America'],"A finales de la guerra Civil Norteamericana (1861-1865), un grupo de confederados mandados por el capitán Pierre Cardona se dedica a robar los cargamentos de oro que transporta el ejército yanqui.",1970-04-01,en,['Western'],114,0,0,"['John Wayne', 'Jorge Rivero', ""Jennifer O'Neill""]",6.434,Howard Hawks,"['sheriff', 'traitor', 'texas', 'colonel']",United States of America,"['finales', 'guerra', 'civil', 'norteamericana', 'grupo', 'confederados', 'mandados', 'capitán', 'pierre', 'cardona', 'dedica', 'robar', 'cargamentos', 'oro', 'transporta', 'ejército', 'yanqui']","['final', 'guerra', 'civil', 'norteamericano', 'grupo', 'confederado', 'mandado', 'capitán', 'pierre', 'cardona', 'dedico', 'robar', 'cargamento', 'oro', 'transporto', 'ejército', 'yanqui']",final guerra civil norteamericano grupo confederado mandado capitán pierre cardona dedico robar cargamento oro transporto ejército yanqui,"['civil', 'cargamento', 'norteamericano', 'capitán', 'robar']",2
